"timestamp","model","power","phase","response_type","raw_input","raw_response","success"
"2026-02-04T19:12:36.613101","gpt-5-mini","FRANCE","S1901M","initial_state_setup","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.615111","gpt-5-mini","GERMANY","S1901M","initial_state_setup","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.618629","gpt-5-mini","ITALY","S1901M","initial_state_setup","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.621622","gpt-5-mini","RUSSIA","S1901M","initial_state_setup","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.625141","gpt-5-mini","TURKEY","S1901M","initial_state_setup","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.647266","gpt-5-mini","FRANCE","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.652161","gpt-5-mini","GERMANY","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.657887","gpt-5-mini","ITALY","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.659899","gpt-5-mini","RUSSIA","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.660896","gpt-5-mini","TURKEY","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.684988","gpt-5-mini","FRANCE","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.686284","gpt-5-mini","GERMANY","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.688295","gpt-5-mini","ITALY","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.690295","gpt-5-mini","RUSSIA","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.691298","gpt-5-mini","TURKEY","S1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.703946","gpt-5-mini","FRANCE","S1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.705953","gpt-5-mini","GERMANY","S1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.706954","gpt-5-mini","ITALY","S1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.708953","gpt-5-mini","RUSSIA","S1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:36.709971","gpt-5-mini","TURKEY","S1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.118675","gpt-5-mini","FRANCE","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.120898","gpt-5-mini","GERMANY","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.122923","gpt-5-mini","RUSSIA","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.126154","gpt-5-mini","ITALY","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.130181","gpt-5-mini","TURKEY","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.143760","gpt-5-mini","FRANCE","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.147276","gpt-5-mini","GERMANY","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.149286","gpt-5-mini","ITALY","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.153347","gpt-5-mini","RUSSIA","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.154448","gpt-5-mini","TURKEY","F1901M","negotiation_message","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.159451","gpt-5-mini","FRANCE","F1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.161445","gpt-5-mini","GERMANY","F1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.161445","gpt-5-mini","ITALY","F1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.164345","gpt-5-mini","RUSSIA","F1901M","negotiation_diary","","","Failure: Exception (Exception)"
"2026-02-04T19:12:37.167485","gpt-5-mini","TURKEY","F1901M","negotiation_diary","","","Failure: Exception (Exception)"
